"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000020705",1484.40024038628,0.00549960075317009,0.0490721306106685,0.112071774441651,0.91076649714049,0.967858259621686
"ENSMUSG00000082070",4.6959754693081,-0.870589409872104,0.567423316518143,-1.53428557573958,0.124959412716046,NA
"ENSMUSG00000022551",9036.47460028239,0.0551617848209563,0.0349798149154817,1.57696045431453,0.114804624690189,0.324421006380641
"ENSMUSG00000039218",12428.3029730558,-0.174124683166192,0.0543678932881257,-3.20271161222688,0.00136140237966895,0.013188935978495
"ENSMUSG00000027940",6719.95214304948,-0.0747323148312213,0.0303207864281525,-2.46472218022133,0.0137119522952544,0.0749924684575707
"ENSMUSG00000081769",5.02715387838465,0.0287821718823099,0.501876004517929,0.0573491691637187,0.954267053444373,NA
"ENSMUSG00000028034",1837.47954583094,-0.087960667973246,0.0489317017545702,-1.79762127249193,0.072237044954973,0.240298170928936
"ENSMUSG00000063488",131.04433813673,-0.0914358678600927,0.111510365266572,-0.819976399875562,0.412229561088865,0.676118603047474
"ENSMUSG00000117241",5.6473362998209,0.416626679466706,0.515569628063007,0.808090036319576,0.419038752956949,0.681957009423649
"ENSMUSG00000002477",357.778577759671,0.113955384413709,0.0880508440730163,1.29419979573633,0.195596417330376,0.44505187940657
"ENSMUSG00000041845",47.2739454238094,0.193549653984349,0.208946763882545,0.926310847738945,0.354284460097146,0.622153264660954
"ENSMUSG00000026102",50.6893125371912,0.0276317153737776,0.22035324792414,0.125397359167995,0.900208978692597,0.963439222331889
"ENSMUSG00000027523",869.649362310623,-0.0320188987718131,0.0630622806630735,-0.507734551226943,0.61163951427466,0.81992255305529
"ENSMUSG00000103901",17.8910227874984,0.0262088302343952,0.326167169262026,0.0803539801191344,0.935955727040603,0.97762761692873
"ENSMUSG00000110486",11.3475715726466,0.500691769009358,0.492126452420321,1.01740470675151,0.30896094386534,0.579008192429296
"ENSMUSG00000025877",2531.06949384466,-0.106043923842808,0.0379906051256578,-2.7913196826441,0.00524935973454907,0.0367238265726925
"ENSMUSG00000021687",729.699896960711,0.064341715659643,0.0493687906908441,1.3032872541392,0.192476710901779,0.440620138823679
"ENSMUSG00000024381",780.664588446861,-0.0677067910689359,0.0666690286244951,-1.01556588517715,0.309836157202289,0.579752293331234
"ENSMUSG00000036867",79.2120260563574,-0.0871895754135978,0.168449565915383,-0.517600475488288,0.604737049965876,0.815737540203474
"ENSMUSG00000024900",2308.27761580267,-0.375228609431612,0.0573956508005996,-6.53757914053814,6.25225630764361e-11,4.36998299814522e-09
"ENSMUSG00000031262",114.128510915742,-0.0420117075111692,0.131988407308834,-0.318298465507413,0.750258548182944,0.895268971623738
"ENSMUSG00000023991",464.352274192579,0.189367618121844,0.0685706118520387,2.7616439901464,0.00575111508788284,0.0395084493210418
"ENSMUSG00000040254",314.40876519183,2.06014341785011,0.109264310430977,18.8546782542642,2.68970213204076e-79,1.02457478464763e-75
